whsturn:whsturn - rdf:about,whsturn:whsturn - dc:type,whsturn:whsturn - dc:title,whsturn:whsturn - rdfs:seeAlso - rdf:resource,whsturn:whsturn - collex:genre,whsturn:whsturn - collex:archive,whsturn:whsturn - collex:federation,whsturn:whsturn - collex:discipline,whsturn:whsturn - role:PBL,whsturn:whsturn - dc:date,whsturn:whsturn - dc:date - collex:date - rdf:value,whsturn:whsturn - dc:date - collex:date - rdfs:label,whsturn:whsturn - role:CRE,whsturn:whsturn - dc:language,whsturn:whsturn - dc:subject
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31721,Periodical,"August 24, 1932",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31721,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31722,Periodical,"May 17, 1933",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31722,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31723,Periodical,"June 28, 1933",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31723,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31724,Periodical,"July 5, 1933",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31724,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31725,Periodical,"May 9, 1934",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31725,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31726,Periodical,"July 4, 1934",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31726,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31727,Periodical,"December 19, 1934",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31727,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31728,Periodical,"December 22, 1937",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31728,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31729,Periodical,"March 16, 1938",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31729,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31730,Periodical,"July 6, 1938",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31730,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31731,Periodical,"January 18, 1939",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31731,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31732,Periodical,"May 3, 1939",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31732,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31733,Periodical,"November 15, 1939",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31733,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31734,Periodical,"November 13, 1940",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31734,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31735,Periodical,"July 15, 1942",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31735,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31736,Periodical,"December 13, 1943",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31736,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31737,Periodical,"May 31, 1944",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31737,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31738,Periodical,"August 30, 1944",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31738,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31739,Periodical,"November 1, 1944",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31739,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31740,Periodical,Page 1,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31740,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31741,Periodical,Page 2,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31741,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31742,Periodical,"December 19, 1945",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31742,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31743,Periodical,"July 3, 1946",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31743,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31744,Periodical,"November 6, 1946",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31744,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31745,Periodical,"December 29, 1948",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31745,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31746,Periodical,"May 18, 1949",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31746,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31747,Periodical,"August 31, 1949",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31747,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31748,Periodical,Charles Round Low Cloud's 'Indian Report' Column,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/31748,Unspecified,turningpoints-whs,GLA,History,"Black River Falls, Wis.",,"1932, 1934",1932-1934,"Low Cloud, Charles Round, 1872-1949",English,Native Americans
,,,,,,,,,,"1937, 1940",1937-1940,,,
,,,,,,,,,,"1942, 1946",1942-1946,,,
,,,,,,,,,,"1948, 1949",1948-1949,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33314,Codex,"Title page """"The Flambeau River Area's Forest Heritage""""",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33314,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33315,Codex,"Title page """"The Flambeau River Area's Forest Heritage""""",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33315,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33316,Codex,"1 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33316,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33317,Codex,"[blank] """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33317,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33318,Codex,"3 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33318,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33319,Codex,"4 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33319,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33320,Codex,"5 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33320,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33321,Codex,"6 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33321,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33322,Codex,"7 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33322,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33323,Codex,"8 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33323,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33324,Codex,"9 """"The Flambeau River Area's Forest Heritage"""" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33324,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33325,Codex,"10 """"The Flambeau River Area's Forest Heritage"""" A History of Ladysmith: Then and Now",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33325,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33326,Codex,"11 """"The Flambeau River Area's Forest Heritage"""" A History of Ladysmith: Then and Now",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33326,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33327,Codex,"12 """"The Flambeau River Area's Forest Heritage"""" A History of Ladysmith: Then and Now",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33327,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33328,Codex,"13 """"The Flambeau River Area's Forest Heritage"""" A History of Ladysmith: Then and Now",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33328,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33329,Codex,"14 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33329,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33330,Codex,"15 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33330,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33331,Codex,"16 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33331,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33332,Codex,"17 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33332,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33333,Codex,"18 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33333,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33334,Codex,"19 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33334,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33335,Codex,"20 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33335,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33336,Codex,"21 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33336,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33337,Codex,"22 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33337,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33338,Codex,"23 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33338,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33339,Codex,"24 """"The Flambeau River Area's Forest Heritage"""" Logging and Sawmilling on the Flambeau",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33339,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33340,Codex,"25 """"The Flambeau River Area's Forest Heritage"""" Daniel Shaw Lumber Company",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33340,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33341,Codex,"26 """"The Flambeau River Area's Forest Heritage"""" Daniel Shaw Lumber Company",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33341,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33342,Codex,"27 """"The Flambeau River Area's Forest Heritage"""" Daniel Shaw Lumber Company",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33342,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33343,Codex,"28 """"The Flambeau River Area's Forest Heritage"""" Daniel Shaw Lumber Company",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33343,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33344,Codex,"29 """"The Flambeau River Area's Forest Heritage"""" Daniel Shaw Lumber Company",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33344,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33345,Codex,"30 """"The Flambeau River Area's Forest Heritage"""" Rusk County Logging Railroads",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33345,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33346,Codex,"31 """"The Flambeau River Area's Forest Heritage"""" Rusk County Logging Railroads",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33346,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33347,Codex,"32 """"The Flambeau River Area's Forest Heritage"""" Rusk County Logging Railroads",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33347,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33348,Codex,"33 """"The Flambeau River Area's Forest Heritage"""" Rusk County Logging Railroads",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33348,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33349,Codex,"34 """"The Flambeau River Area's Forest Heritage"""" Rusk County Logging Railroads",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33349,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33350,Codex,"35 """"The Flambeau River Area's Forest Heritage"""" Rusk County Logging Railroads",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33350,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33351,Codex,"36 """"The Flambeau River Area's Forest Heritage"""" A History of the Flambeau River State Forest",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33351,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
